Trading Code,Company Name,Last Trading Price,Closing Price,Last Update,Day's Range,Change*,Day's Value (mn),Change(%),52 Weeks' Moving Range,Opening Price,Day's Volume (Nos.),Adjusted Opening Price,Day's Trade (Nos.),Yesterday's Closing Price,Market Capitalization (mn),Authorized Capital (mn),Debut Trading Date,Paid-up Capital (mn),Type of Instrument,Face/par Value,Market Lot,Total No. of Outstanding Securities,Sector,Address,Contact Phone,Fax,E-mail,Web Address,Company Secretary Name,Cell No.,Telephone No.,E-mail
NURANI,Nurani Dyeing & Sweater Limited,7.30,7.30,3:45 PM,7.30 - 7.30,-0.1,0.17,-1.35%,6.20 - 11.80,7.30,"23,835.00",7.40,36,7.40,907.425,"1,500.00","01 Jun, 2017","1,226.25",Equity,10.0,1,"122,625,030",Textile,"White House, Holding No: 1260, West Ukil Para, Feni Sadar, Feni",088-02-8391790,088-02-8391791,-,http://www.ndsl-bd.com,,,,
OAL,Olympic Accessories Limited,11.10,11.10,3:45 PM,11.00 - 11.40,-0.1,4.46,-0.89%,10.00 - 18.00,11.40,"400,482.00",11.20,207,11.20,"1,898.702","2,500.00","25 Jun, 2015","1,695.27",Equity,10.0,1,"169,526,982",Engineering,"Saiham Sky View Tower ( 5th floor), 45, Bijoy Nagar, Dhaka-1000.",+88-02 8392458,+88-02 8392459,info@olympicaccessoriesbd.com,http://www.olympicaccessoriesbd.com,Md. Habibullah,01612290633,02-8392458-109,mhullah76@gmail.com
OIMEX,Oimex Electrode Limited,19.50,19.50,3:45 PM,19.50 - 20.20,-0.2,9.46,-1.02%,16.10 - 31.00,19.90,"476,940.00",19.70,386,19.70,"1,321.570","1,700.00","06 Nov, 2017",670.85,Equity,10.0,1,"67,084,781",Engineering,"225/1, New Elephant Road, (1st floor), Dhaka -1205.",+ 88 02 9665272,+ 88 02 9661252,contact@oimexelectrodes.com,http://www.oimexelectrodes.com,Md. Suzzal Hossain Sajal,+88 01673200206,88-02-9665272,sajalislam7@gmail.com
OLYMPIC,Olympic Industries Ltd.,117.30,117.30,3:45 PM,117.00 - 120.90,-1,10.92,-0.85%,117.00 - 221.00,120.90,"92,613.00",118.30,581,118.30,"23,652.770","2,000.00",,"1,999.39",Equity,10.0,1,"199,938,886",Food & Allied,"Amin Court (6th Floor), 62 - 63, Motijheel C/A, Dhaka - 1000.",'+880-2223380238       +880-9606565228,'+880-2223387485,secretariat2@olympicbd.com,http://www.olympicbd.com,Md. Nazimuddin,+880-1713065282,'+880-9606565228 Ext.-6123,nazimuddin@olympicbd.com
ONEBANKLTD,One Bank Limited,10.30,10.30,3:45 PM,10.20 - 10.40,0.1,9.73,0.98%,10.20 - 20.90,10.40,"947,430.00",10.20,192,10.20,"9,527.213","10,000.00",,"9,340.40",Equity,10.0,1,"934,040,456",Bank,"2/F HRC Bhaban, 46,Kawran Bazar C.A., Dhaka-1215.","88-02-9118161 Ext: 250, 251,252",88-02-9134794,share@onebank.com.bd,http://www.onebank.com.bd,Mr. John Sarkar,01730353507,88-02-9118161 Ext 500,john.sarkar@onebank.com.bd
ORIONINFU,Orion Infusion Ltd.,107.10,107.10,3:45 PM,105.10 - 108.90,1.6,128.44,1.52%,69.50 - 117.00,106.10,"1,201,045.00",105.50,"2,526",105.50,"2,147.955","1,000.00",,203.60,Equity,10.0,1,"20,359,760",Pharmaceuticals & Chemicals,"Orion House (2nd Floor), 153-154, Tejgaon 1/A, Dhaka-1208.","+88028870133, +88028870146",+88028870130,-,http://www.orioninfusion.com,Mr. Md. Ferdous Jaman,01711402522,+88028870133 Ext-114,ferdous.jaman@orion-group.net
ORIONPHARM,Orion Pharma Ltd.,80.70,80.70,3:45 PM,80.30 - 83.30,-1,42.13,-1.22%,56.70 - 117.60,82.60,"515,073.00",81.70,"1,066",81.70,"19,117.800","5,000.00","20 Mar, 2013","2,340.00",Equity,10.0,1,"234,000,000",Pharmaceuticals & Chemicals,"Orion House, 153-154, Tejgaon I/A,Dhaka-1208.","+88028870133, +88028870146",+88028870130,-,http://www.orionpharmabd.com,Mr. Md. Ferdous Jaman,01711402522,+88028870133 Ext-114,ferdous.jaman@orion-group.net
PADMALIFE,Padma Islami Life Insurance Limited,48.50,48.50,3:45 PM,48.10 - 49.90,-0.2,11.09,-0.41%,32.30 - 59.50,49.90,"228,853.00",48.70,249,48.70,"1,893.456","1,000.00",,388.80,Equity,10.0,1,"38,880,000",Insurance,"Padma Life Tower, 115, Kazi Nazrul Islam Avenue, Bangla Motor, Dhaka-1001.","48311809, 48316529,  48316813, 48313487, Ext. 147",02-9354647,info@padmaislamilife.com,http://www.padmaislamilife.com,Shakhawat Hossain,01915601357,48311809  Ext. 147,share@padmaislamilife.com
PADMAOIL,Padma Oil Co. Ltd.,207.00,207.20,3:45 PM,207.00 - 211.60,-1.5,0.55,-0.72%,199.50 - 257.00,207.10,"2,654.00",208.50,31,208.50,"20,481.528","1,000.00",,982.33,Equity,10.0,1,"98,232,750",Fuel & Power,"PADMA BHABAN, Strand Road, Sadarghat,rnChattogram-4000","02333354235-7, 02333357748,02333357749",031-618375+ 031635524,share@pocl.gov.bd,http://www.pocl.gov.bd,Noman Ahmed Taffader,01777703317,031-614235-7 Ext.224,numonpocl@gmail.com
PAPERPROC,Paper Processing & Packaging Limited,172.60,172.60,3:45 PM,172.60 - 176.90,-3.5,21.69,-1.99%,118.00 - 319.90,172.60,"125,353.00",176.10,784,176.10,"1,840.175",250.00,"13 Jun, 2021",104.50,Equity,10.0,1,"10,449,600",Paper & Printing,"Corporate Office: Magura Group, Plot#314/A, Road#18, Block E, Bashundhara R/A, Dhaka-1229  Commercial Office: BCIC Bhaban (10th Floor), 30-31 Dilkusha C/A, Dhaka-1000",+880-2-8401883-7,+880-2-8401887,ppp@maguragroup.com.bd,http://www.pppl.com.bd,Md. Mustafizur Rahman,'01847091027,"+880-2-8401883-6, Ext-702",secretary@bdg.com.bd
PARAMOUNT,Paramount Insurance Company Ltd.,46.20,46.20,3:45 PM,46.00 - 47.90,-0.7,2.02,-1.49%,43.10 - 102.50,47.90,"43,569.00",46.90,146,46.90,"1,907.187",600.00,,406.65,Equity,10.0,1,"40,664,966",Insurance,"House # 22 (Level # 3&4), Road # 113/ArnGulshan-2  Dhaka-1212","0255049824-30, '02-55049826",02-55049823,picl@paramountgroupbd.com,http://www.paramountinsurancebd.com,Zharna Parul,01712925205,02-55049825,zharnaalamgir@gmail.com
PDL,Pacific Denims Limited,11.80,11.80,3:45 PM,11.70 - 12.20,-0.1,11.99,-0.84%,11.00 - 19.90,12.10,"1,008,560.00",11.90,344,11.90,"2,184.247","2,000.00","07 Feb, 2017","1,853.50",Equity,10.0,1,"183,550,143",Textile,"Bashoti Aristocrats, Plot-6, D-3 (3rd Floor), SW(H), Gulshan Avenue, Gulshan-1, Dhaka-1212.",+88-02-58817882,+88029891710,info@pacificgroupbd.com,http://www.pgbd.org,Md. Sorhab Ali,01726173810,+880258817882 Ext. 260,sorhab@pacificgroupbd.com
PENINSULA,The Peninsula Chittagong Limited,28.10,28.10,3:45 PM,28.10 - 29.90,-0.5,15.73,-1.75%,21.80 - 44.90,29.70,"555,537.00",28.60,433,28.60,"3,393.870","3,000.00","15 Jun, 2014","1,186.67",Equity,10.0,1,"118,666,800",Travel & Leisure,"Bulbul Centre, 486/B, O.R. Nizam RoadrnCDA Avenue, Chittagong- 4100.",+88-31-285-860-9 (Ext-4105-4109),+88-031-632506,ipoinfo@peninsulactg.com,http://www.peninsulactg.com/investors,Mohammed Nurul Azim,01819395139,+88-31-285-860-9 (Ext.-4105),cs@peninsulactg.com
PEOPLESINS,Peoples Insurance Company Ltd.,38.70,38.70,3:45 PM,38.60 - 42.90,-0.6,2.37,-1.53%,38.60 - 69.90,42.90,"60,864.00",39.30,241,39.30,"1,815.660","2,000.00",,462.00,Equity,10.0,1,"46,200,000",Insurance,"Peoples Insurance Bhaban(15th Floor) 36, Dilkusha C/A, Dhaka-1000","9564166 (Auto Hunting), 9578319-20",02-9564795,peoples@peoplesinsurancebd.com,http://www.peoplesinsurancebd.com,Mr. Sk. Md. Sarfaraz Hossain ACS,01817296784,"PABX-9564166 (Auto Hunting), Ext. No.-103",secretary@peoplesinsurancebd.com
PF1STMF,Phoenix Finance 1st Mutual Fund,9.70,9.70,3:45 PM,9.70 - 10.20,0,1.05,0.00%,8.10 - 12.40,9.70,"107,589.00",9.70,59,9.70,582.000,-,,600.00,Mutual Fund,10.0,1,"60,000,000",Mutual Funds,"Green City Edge (4th floor)rn89, Kakrail, Dhaka- 1000",+88-02-8300412,+88-02-8300416,info@icbamcl.com.bd,http://www.icbamcl.com.bd,,,,
PHARMAID,Pharma Aids,812.60,809.20,3:45 PM,803.00 - 822.30,-6.6,16.95,-0.81%,414.00 - 905.00,820.50,"20,848.00",819.20,439,819.20,"2,555.904",50.00,,31.20,Equity,10.0,1,"3,120,000",Pharmaceuticals & Chemicals,"345, Segun Bagicha (1st Floor), Ramna, Dhaka - 1000","+88 02 222220741, 222227742-43",,pal.hinfo@gmail.com,http://www.pharmaaids.com,K. H. Reza (FCS),01779280900,"+88 02 222220741, 222227742-43",pal.hinfo@gmail.com
PHENIXINS,Phoenix Insurance Company Ltd.,38.70,38.70,3:45 PM,37.00 - 39.00,1,4.84,2.65%,37.00 - 69.70,38.00,"126,855.00",37.70,175,37.70,"1,520.877","1,000.00",,403.42,Equity,10.0,1,"40,341,572",Insurance,"1/A (1st Floor), Dilkusha C/A, Dhaka - 1000, AndrnShare Office-Phoenix Bhaban (4th Floor),12 Dilkusha C/A  Dhaka-1000",223383609-12,880-2-9563576,mail@phoenixinsurance.com.bd,http://www.phoenixinsurance.com.bd,Mr. Md. Rafiqur Rahman,01713-461044,"9593609, Ext.-110",rafiqur.rahman@gmail.com
PHOENIXFIN,Phoenix Finance and Investments Ltd.,16.80,16.80,3:45 PM,16.60 - 17.00,-0.1,1.65,-0.59%,16.60 - 34.80,17.00,"98,505.00",16.90,53,16.90,"2,803.274","3,000.00",,"1,658.74",Equity,10.0,1,"165,874,195",Financial Institutions,"Eunoos Centre(Level-11), 52-53 Dilkusha C/A, Dhaka-1000.rnAndrnShare Department, rnPhoenix Bhaban (2nd Floor)rn12, Dilkusha C/A, Dhaka-100","02223389007-10, 02223350617",02223387787,mail@phoenixfinance.com.bd,http://www.phoenixfinance.com.bd,"Mr. Mohammad Sayduzzaman FCA, FCS",88-01713039693,02223350617,zamanfca@gmail.com
PHPMF1,PHP First Mutual Fund,5.30,5.20,3:45 PM,5.20 - 5.30,0.1,0.70,1.92%,5.10 - 7.80,5.20,"133,963.00",5.20,84,5.20,"1,465.845",-,,"2,818.93",Mutual Fund,10.0,1,"281,893,264",Mutual Funds,"Sky View Henolux Center, Office No: D-6, 6th Floor, 3/1, Purana Paltan, Dhaka-1000","01302-399597, 01309-402782",88 02 9361530,info@racebd.com,http://www.racebd.com,,,,
PIONEERINS,Pioneer Insurance Company Ltd.,72.60,72.60,3:45 PM,72.20 - 75.50,-0.4,5.71,-0.55%,72.20 - 152.60,73.40,"78,310.00",73.00,208,73.00,"6,181.389","1,000.00",,846.77,Equity,10.0,1,"84,676,556",Insurance,"Rangs Babylonia (5th Floor),246, Bir Uttam Mir Shawkat Sarak, Tejgaon, Dhaka-1208",88-02-8878901 (Hunt.),88-02-8878913,piclho@gmail.com,http://www.pioneerinsurance.com.bd,S.M. Mizanur Rahman,01711682216,88-02-8878901-102,mizanpicl@gmail.com
POPULAR1MF,Popular Life First Mutual Fund,5.20,5.20,3:45 PM,5.10 - 5.30,0.1,2.48,1.96%,5.00 - 7.40,5.20,"477,327.00",5.10,91,5.10,"1,525.354",-,,"2,991.00",Mutual Fund,10.0,1,"299,089,027",Mutual Funds,"Sky View Henolux Center, Office No: D-6, 6th Floor, 3/1, Purana Paltan, Dhaka-1000","01302-399597, 01309-402782",88 02 9361530,info@racebd.com,http://www.racebd.com,,,,
POPULARLIF,Popular Life Insurance Co. Ltd.,63.90,63.90,3:45 PM,62.50 - 68.00,0.4,4.26,0.63%,62.50 - 106.70,68.00,"66,938.00",63.50,169,63.50,"3,837.201","5,000.00",,604.28,Equity,10.0,1,"60,428,358",Insurance,"Peoples Insurance Bhaban ( 16th &17th Floor),36, Dilkusha C/A, Dhaka-1000",02223357534-38,02223390880,popularliclbs@gmail.com,http://www.popularlifeins.com,Mostofa  Helal  Kabir,01713242040,88-02-9577534-38  Ext. : 132,popularliclbs@gmail.com
POWERGRID,Power Grid Company of Bangladesh Ltd.,53.70,53.70,3:45 PM,53.60 - 56.20,-0.9,14.80,-1.65%,48.80 - 80.60,56.20,"273,306.00",54.60,440,54.60,"38,914.894","100,000.00",,"7,127.27",Equity,10.0,1,"712,726,991",Fuel & Power,"Registered office: PGCB Bhaban, Avenue- 3, Jahurul Islam city, Aftabnagar, Badda, Dhaka- 1212.","55046730  Ext.-123 & 124, Cell-01713850344",55046722,share.cs@pgcb.gov.bd,http://www.pgcb.gov.bd,Md. Jahangir Azad,1755639570,55046730 Ext.-123,jahangirazad1972@gmail.com &  secretary.cs@pgcb.gov.bd
PRAGATIINS,Pragati Insurance Ltd,57.70,57.70,3:45 PM,56.50 - 60.00,1.2,1.94,2.12%,56.00 - 100.50,56.50,"32,740.00",56.50,64,56.50,"3,705.854","2,000.00",,655.90,Equity,10.0,1,"65,590,329",Insurance,"Pragati Insurance Bhaban, 20-21, Kawran Bazar (14th, 15th & 16th Floor), Dhaka-1215.","+88-02-55012680-2(PABX), Ext. -173",,info@pragatiinsurance.com,http://www.pragatiinsurance.com,Syed Anisul Hoque,01911-309436,"+88-02-55012680-2(PABX), Ext. -173",anis@pragatiinsurance.com
PRAGATILIF,Pragati Life Insurance Ltd.,69.50,69.80,3:45 PM,69.00 - 71.50,-0.3,0.31,-0.43%,69.00 - 123.00,71.50,"4,364.00",69.80,34,69.80,"2,143.077","1,000.00",,307.03,Equity,10.0,1,"30,703,102",Insurance,"Pragati Insurance Bhaban (6th floor), 20-21 Kawran Bazar, Dhaka-1215.",8189184-8,9124024,cs@pragatilife.com,http://www.pragatilife.com,"Jagadish Kumar Bhanja, FCS",01814650723,8189184-8 (606),jkbhanja@pragatilife.com
PREMIERBAN,Premier Bank Ltd.,13.00,13.00,3:45 PM,12.90 - 13.20,0,16.50,0.00%,12.30 - 18.00,13.20,"1,267,040.00",13.00,262,13.00,"14,915.911","15,000.00",,"11,473.80",Equity,10.0,1,"1,147,377,800",Bank,"Iqbal centre (4th Floor), 42, Kemal Ataturk Avenue, Banani, Dhaka-1213","+88-02-222274844-8, Ext-250",+88 02 -222274832-3,investorsrelation@premierbankltd.com,http://www.premierbankltd.com,"Mohammad Akram Hossain, FCS",01985552847,02222274809,akram.hossain@premierbankltd.com
PREMIERCEM,Premier Cement Mills Limited,45.80,45.80,3:45 PM,45.40 - 47.00,-0.2,6.94,-0.43%,44.90 - 98.40,46.60,"150,073.00",46.00,213,46.00,"4,850.700","5,000.00","03 Mar, 2013","1,054.50",Equity,10.0,1,"105,450,000",Cement,"TK Bhaban (12th Floor) 13, Kawran Bazar, Dhaka-1215",880255012191-8,880255012088-9,corporate.affairs@premiercement.com,http://premiercement.com,Kazi Md. Shafiqur Rahman,01714-003195,880255012191-8,shafiq.rahman@premiercement.com
PREMIERLEA,Premier Leasing & Finance Limited,6.70,6.70,3:45 PM,6.50 - 6.80,0.1,1.32,1.52%,6.00 - 14.60,6.60,"199,231.00",6.60,75,6.60,877.603,"3,000.00",,"1,329.70",Equity,10.0,1,"132,970,210",Financial Institutions,"Happy Rahman Plaza (5th Floor)rnBangla Motor Crossingrn25-27 Kazi Nazrul Islam Avenue, Dhaka-100",+880-2-09666777880 +880-2-41060022,+880-2-41060033,info@premierleasing.com.bd,http://www.premierleasing.com.bd,Mr. Subash Chandra Moulick FCS,01818618990,+880-2-09666777880 Ext-2031,secretary@premierleasing.com.bd
PRIME1ICBA,Prime Bank 1st ICB AMCL Mutual Fund,7.70,7.50,3:45 PM,7.40 - 7.70,0.3,0.08,4.05%,6.60 - 8.50,7.40,"11,170.00",7.40,16,7.40,740.000,-,,"1,000.00",Mutual Fund,10.0,1,"100,000,000",Mutual Funds,"Green City Edge Building (4th floor)rn89, Kakrail, Dhaka- 1000.",+88-02-8300412,+88-02-8300416,info@icbamcl.com.bd,http://www.icbamcl.com.bd,,,,
PRIMEBANK,Prime Bank Ltd.,18.90,18.90,3:45 PM,18.90 - 19.10,-0.2,0.97,-1.05%,18.80 - 24.80,19.00,"51,340.00",19.10,61,19.10,"21,626.614","25,000.00",,"11,322.80",Equity,10.0,1,"1,132,283,477",Bank,"Simple Tree, Anarkali (8th floor), 89, Gulshan Avenue, Dhaka-1212                                               Share Office: Adamjhee Court, Annex Building- 2 (2nd floor), 119-120, Motijheel","(8802) 55068684, 88-02-9567265 Ext-261,235.",88 - 02 - 55068685,investors.relation@primebank.com.bd,https://www.primebank.com.bd/,Tanvir A Siddiqui,+880 1611027910,+8802 9513229,cosecy@primebank.com.bd
PRIMEFIN,Prime Finance & Investment Ltd.,11.10,11.10,3:45 PM,10.90 - 11.20,0.1,5.28,0.91%,10.00 - 20.90,11.00,"478,634.00",11.00,201,11.00,"3,002.081","3,000.00",,"2,729.16",Equity,10.0,1,"272,916,483",Financial Institutions,"PFI Tower, (5th & 6th Floor), 56-57 Dilkusha Commercial Area, Dhaka-1000",88-02-9563883,88-02-9563692,mohsin@primefinancebd.com,http://www.primefinancebd.com,Md. Mohsin Reza Khan,01755-543411,88-02-9563883 (Ext.: 106),mohsin@primefinancebd.com
PRIMEINSUR,Prime Insurance Company Ltd.,87.80,87.80,3:45 PM,87.30 - 91.80,-1.2,144.89,-1.35%,47.10 - 154.70,91.80,"1,643,308.00",89.00,393,89.00,"3,638.097","1,000.00",,408.77,Equity,10.0,1,"40,877,498",Insurance,"Unique Heights (9th Floor), 117, Kazi Nazrul Islam Avenue, Dhaka- 1000",+8802-55138659-62,+8802-55138658,ehkhan@prime-insurance.net,http://www.prime-insurance.net,Enamul Haque Khan,+8801730007348,+8802-55138659-62 Ext: 336,ehkhan@prime-insurance.net
PRIMELIFE,Prime Islami Life Insurance Ltd.,55.10,55.10,3:45 PM,54.90 - 61.00,-0.9,12.18,-1.61%,53.00 - 92.70,61.00,"213,085.00",56.00,147,56.00,"1,709.133",500.00,,305.20,Equity,10.0,1,"30,520,230",Insurance,"Gause Pak Bhaban (13th Floor),28/G/1, Toyenbee Circular Road, Motijheel  C/A, Dhaka-1000","41070180, 41070181, 41070182, 41070183",88-02-41070179,pilil@primeislamilife.com,http://www.primeislamilife.com,Kazi Abul Manjur,+8801819242265,41070180-83 Ext. 300,companysecretary@primeislamilife.com
PRIMETEX,Prime Textile Spinning Mills Limited,42.60,41.70,3:45 PM,38.40 - 42.60,3.8,129.92,9.79%,18.60 - 42.60,39.60,"3,206,976.00",38.80,"2,833",38.80,"1,482.160","1,500.00",,382.00,Equity,10.0,1,"38,200,000",Textile,"Sena Kalyan Bhaban, 8th Floor, 195, Motijheel C/A, Dhaka - 1000","9564851-2, 9564856",9564857,ripon5475@yahoo.com,http://www.primegroup.com.bd,Mr. Manzurul Hassan Talukder,01912129467,"9564851-2, 9564856 Ext. - 124",dir-proc@primegroup.com.bd
PROGRESLIF,Progressive Life Insurance Co. Ltd.,75.90,75.20,3:45 PM,74.30 - 77.10,0.1,2.05,0.13%,70.70 - 128.10,75.80,"27,261.00",75.80,70,75.80,"1,261.552",750.00,,166.43,Equity,10.0,1,"16,643,168",Insurance,"National Scout Bhaban, (5th - 8th Floor), 60, Anjuman Mofidul Islam Road (Old:70/1 Inner Circular Road), Kakrail, Dhaka-1000","880-2-9341277,  9350301, 8322094, 9348530, Mobile: 01713 430000",880-2-8315373,progress@bdcom.com,http://www.progressivelife.com.bd,Md. Johir Uddin,01711 393838,104 (ext.),md.johiruddin1972@gmail.com
PROVATIINS,Provati Insurance Company Limited,60.00,60.00,3:45 PM,60.00 - 61.90,-1.2,17.45,-1.96%,60.00 - 195.00,60.00,"289,499.00",61.20,663,61.20,"2,126.818","1,250.00",,347.52,Equity,10.0,1,"34,751,929",Insurance,"107, Motijheel C/A, Khan Mansion, (11th Floor),  Dhaka-1000.","02-9559561, 02-9559561 Ext-31",88-02-9564455,provatiinsurance@gmail.com,http://provatiinsurance.com,Mohammed Serajul Islam,01710959918,"02-9559561, Ext-26",islams76@gmail.com
PTL,Paramount Textile Limited,77.90,77.90,3:45 PM,77.80 - 81.40,-1.4,16.82,-1.77%,54.30 - 109.00,80.40,"214,234.00",79.30,308,79.30,"12,912.699","5,000.00","19 Nov, 2013","1,628.34",Equity,10.0,1,"162,833,532",Textile,"House No. # 22, (Level 2, 5-7), Road No. # 113/ArnGulshan 2, Dhaka 1212","0088-02- 55049833-37 & 39 , '0088-02-55049841, 0170-9631430",88-02-55049838,share@paramountgroupbd.com,http://www.paramountgroupbd.com,Md. Robiul Islam FCS,01713-236107,0088-02- 55049833-37 & 39 (366),secretary@paramountgroupbd.com
PUBALIBANK,Pubali Bank Ltd.,25.50,25.50,3:45 PM,25.40 - 25.80,-0.1,0.19,-0.39%,23.10 - 31.00,25.40,"7,544.00",25.60,64,25.60,"26,324.332","20,000.00",,"10,282.90",Equity,10.0,1,"1,028,294,218",Bank,"Pubali Bank Bhaban, 26, Dilkusha C/A, Dhaka - 1000","9551614, Ext.-227",88 02 9564009,info@pubalibankbd.com,http://www.pubalibangla.com,Mr. Zahid Ahsan,01716-381624,"9564012, 9551614 Ext.-343",zahidahsan.za@gmail.com
PURABIGEN,Purabi Gen. Insurance Company Ltd.,26.70,26.70,3:45 PM,26.50 - 27.30,-0.2,2.76,-0.74%,25.80 - 55.90,27.00,"102,335.00",26.90,167,26.90,"1,562.094","1,000.00",,580.70,Equity,10.0,1,"58,070,395",Insurance,"Sandhani Life Tower (2nd Floor)rn34, Bangla Motor, Dhaka-1000",55168145,,purabiinsurance@gmail.com,http://www.purabigi.com,"Abdur Rob (Sumon),ACS",01675-281804,55168145,sumon.pgicl@gmail.com
QUASEMIND,Quasem Industries Ltd.,60.60,60.60,3:45 PM,60.30 - 62.60,-0.9,27.46,-1.46%,43.50 - 72.10,61.10,"447,702.00",61.50,606,61.50,"4,472.682","2,000.00",,727.27,Equity,10.0,1,"72,726,541",Engineering,"ICON CENTRE, (LEVEL-4, 6 & 9), 57/4 PROGATI SHARANIrnNORTH BARIDHARA, DHAKA-1212","01914900046, '09612007700",,jahangir_h@quasemgroup.com,http://www.quasemindustries.com,Darul Awam Tuhin,+880 1313009844,09612007700 EXTN:608,tuhin.cs@quasemgroup.com
QUEENSOUTH,Queen South Textile Mills Limited,24.70,24.70,3:45 PM,24.20 - 25.30,0.4,17.94,1.65%,21.50 - 36.70,24.30,"730,291.00",24.30,565,24.30,"3,498.316","2,000.00","13 Mar, 2018","1,439.64",Equity,10.0,1,"143,963,622",Textile,"Plot # 85-88, DEPZ, Extesion ArearnSavar, Dhaka",+8809617775555,+88027790216,info@qstmills.com,http://www.qstmills.com,MD.Massum Rana,1730027955,+8809617775555-Ext 8039,massum@qstmills.com
RAHIMAFOOD,Rahima Food Corporation Limited,248.50,248.50,3:45 PM,246.00 - 256.50,-1.5,11.87,-0.60%,220.00 - 387.00,256.50,"47,507.00",250.00,415,250.00,"5,000.050",500.00,"29 Dec, 2020",200.00,Equity,10.0,1,"20,000,200",Food & Allied,"115/7/A Distillery Road, Gandaria, Dhaka-1204.","0961161 1888/3225, 47441255",,rfcl.rahimafood@gmaiI.com,http://www.rahimafood.com,,,,
RAHIMTEXT,Rahim Textile Mills Ltd.,218.40,218.40,3:45 PM,218.00 - 219.20,-0.1,1.05,-0.05%,210.00 - 380.00,218.30,"4,801.00",218.50,74,218.50,"2,066.941",500.00,,94.60,Equity,10.0,1,"9,459,683",Textile,"Tower-117, 117/A, Tejgaon Industrial Area, Dhaka-1208","+8809612111177-92, +880-2-8878062, +880-2-8878065",+880-2-8878064,allabj@newasiabd.com,http://www.rahimtextile.com,Md. Kamruzzaman,01709998863,"+8809612111177-92 Ext.-185, +880-2-8878062, +880-2-8878065",kamruzzaman@knitasia.com
RAKCERAMIC,RAK Ceramics (Bangladesh) Limited,43.20,43.20,3:45 PM,43.20 - 44.90,-0.8,56.41,-1.82%,37.20 - 63.30,44.50,"1,299,506.00",44.00,873,44.00,"18,830.623","6,000.00",,"4,279.69",Equity,10.0,1,"427,968,701",Ceramics Sector,"RAK Tower(7th,8th &9th Floor),Plot No.1/A,Jasimuddin Avenue, Sector # 3, Uttara Model Town,Dhaka-1230.","+880-2-58957393, +8802-58952303 Ext. 146-149",+880-2-58957096,"mahmoud.khan@rakceramics.com, tayef.chowdhury@rakceramics.com",http://www.rakceramics.com/bangladesh,Muhammad Shahidul Islam FCS,+8801713240021,"+880258957393, +880258952303 Ext. 112",shahidul.islam@rakceramics.com
RANFOUNDRY,Rangpur Foundry Ltd.,166.30,166.60,3:45 PM,165.50 - 175.90,-2.5,2.17,-1.48%,125.70 - 231.70,175.90,"12,945.00",168.80,134,168.80,"1,688.000",200.00,,100.00,Equity,10.0,1,"10,000,000",Engineering,"PRAN Cenre, Ga-105/1, Middle Badda, Dhaka-1212",9881792 Ext-230,88-02-8837464,rfl@prangroup.com,http://www.rflbd.com,"Mohammad Aminur Rahman,FCS",01924607209,"9881792, Ext-430",ird@prangroup.com
RDFOOD,Rangpur Dairy & Food Products Ltd.,37.50,37.50,3:45 PM,37.50 - 40.40,-0.7,13.58,-1.83%,37.50 - 63.00,40.40,"359,144.00",38.20,280,38.20,"2,902.205","1,000.00",,759.74,Equity,10.0,1,"75,973,957",Food & Allied,"Head Office : 22/19, Khiljee Road, Mohammadpur, Dhaka-1207",88-02- 41023118,88-02-9114865,corporate@rdmilk.org,http://www.rdmilk.org,,,,
RECKITTBEN,Reckitt Benckiser(Bd.)Ltd.,"4,801.10","4,801.10",3:45 PM,"4,782.00 - 4,848.00",29.7,0.60,0.62%,"4,400.00 - 6,223.00","4,785.00",126.00,"4,771.40",35,"4,771.40","22,544.865",250.00,,47.25,Equity,10.0,1,"4,725,000",Pharmaceuticals & Chemicals,"The Glass House, 9th & 10th floor, Plot # 02, Block # SE- (B), 38, Gulshan Avenue, Dhaka-1212.","+88-02-222290770,71 &72, Ext-119",+88-02-222290769,anisur.rahman2@rb.com,https://www.reckitt.com/about-us/rb-bangladesh/,Mohammad Nazmul Arefin,,,nazmul.arefin@rb.com
REGENTTEX,Regent Textile Mills Limited,9.90,9.90,3:45 PM,9.70 - 10.00,0.2,4.86,2.06%,8.20 - 17.50,9.70,"491,065.00",9.70,263,9.70,"1,247.538","1,500.00","14 Dec, 2015","1,286.12",Equity,10.0,1,"128,612,137",Textile,"H G. Tower, 1182, Jubilee Road, Chattogram- 4000, Bangladesh","+88 031 2868841-3, +88031 671170, 672024, 671439",+88 031 2868207.,cs@regenttex.com,http://www.regenttex.com,Md. Riajul Hoque Sikder FCS,01730700417,+88031-2868841-3 Ext. 308,reaz@regenttex.com
RELIANCE1,Reliance One the first scheme of Reliance Insurance Mutual Fund,10.90,10.90,3:45 PM,10.90 - 10.90,0,0.02,0.00%,10.50 - 14.00,10.90,"2,000.00",10.90,1,10.90,659.450,-,,605.00,Mutual Fund,10.0,1,"60,500,000",Mutual Funds,"AIMS of Bangladesh Limited, Unique Trade Centre (UTC), Level-6 (SW), 8 Panthopath,Karwan Bazar, Dhaka-1215.",48120558-9,48112652-3,hello@aims-bangladesh.com,http://www.aims-bangladesh.com,,,,
